Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,Authority,Hub,componentnumber,strongcompnum,clustering,eigencentrality
JkUmisma,,,1,0,1,3996,0,3996,0,0,0,0,153,0.000047,0.000032,0,0,348,0,0.005761
CathyMcCusker2,,,1,0,1,178,0,178,0,0,0,0,153,0.000047,0.000032,0,0,347,0,0.005761
muppetjude,,,2,0,2,2966,0,2966,0,0,0,0,153,0.00005,0.000046,0,0,346,0,0.011522
KirstieMorrow,,,1,0,1,202,0,202,0,0,0,0,153,0.000047,0.000032,0,0,345,0,0.005761
eileencairnduff,,,1,0,1,188,0,188,0,0,0,0,153,0.000047,0.000032,0,0,344,0,0.005761
gmm273,,,1,0,1,47,0,47,0,0,0,0,153,0.000047,0.000032,0,0,343,0,0.005761
TryagainplzNI21,,,2,0,2,226,0,226,0,0,0,0,55,0.000049,0.000035,0,0,342,0,0.011522
PedwebOrg,,,1,0,1,40,0,40,0,0,0,0,153,0.000047,0.000032,0,0,341,0,0.005761
JohnMcCallister,,,1,0,1,8619,0,8619,0,0,0,0,153,0.000047,0.000032,0,0,340,0,0.005761
EmmetMcDB,,,1,0,1,3711,0,3711,0,0,0,0,153,0.000047,0.000032,0,0,339,0,0.005761
john_eltham,,,1,0,1,232,0,232,0,0,0,0,153,0.000047,0.000032,0,0,338,0,0.005761
Pixiebybirth,,,1,0,1,2434,0,2434,0,0,0,0,153,0.000047,0.000032,0,0,337,0,0.005761
FergalMcFerran,,,2,0,2,10695,0,10695,0,0,0,0,153,0.000048,0.000127,0,0,336,0,0.011522
millieharris24,,,3,0,3,96,0,96,0,0,0,0,153,0.000053,0.000485,0,0,335,0,0.022356
NUS_USI,,,2,0,2,6951,0,6951,0,0,0,0,153,0.000052,0.000041,0,0,334,0,0.011522
YasminLee_,,,1,0,1,2380,0,2380,0,0,0,0,153,0.000047,0.000032,0,0,333,0,0.005761
kevincartermsp,,,1,0,1,406,0,406,0,0,0,0,153,0.000047,0.000032,0,0,332,0,0.005761
BoardofDeputies,,,10,0,10,165294,0,165294,0,0,0,0,153,0.000082,0.002239,0,0,331,0,0.061261
davidaalliance,,,1,0,1,1011,0,1011,0,0,0,0,153,0.000047,0.000032,0,0,330,0,0.005761
carolminime,,,5,0,5,1136,0,1136,0,0,0,0,153,0.000052,0.000091,0,0,224,0,0.032455
DannyDonnelly1,,,3,0,3,10936,0,10936,0,0,0,0,153,0.000055,0.000075,0,0,329,0,0.022356
Sian_Jamison,,,1,0,1,140,0,140,0,0,0,0,153,0.000047,0.000032,0,0,328,0,0.005761
McatamneyEnda,,,1,0,1,453,0,453,0,0,0,0,153,0.000047,0.000032,0,0,327,0,0.005761
Jsykes42,,,1,0,1,63,0,63,0,0,0,0,153,0.000047,0.000032,0,0,326,0,0.005761
KarenDouglas_NI,,,2,0,2,949,0,949,0,0,0,0,153,0.000049,0.000065,0,0,325,0,0.011522
NAMawhinney,,,3,0,3,693,0,693,0,0,0,0,153,0.000052,0.000057,0,0,324,0,0.020933
dwils23,,,1,0,1,696,0,696,0,0,0,0,153,0.000047,0.000032,0,0,323,0,0.005761
JulieEGilmour,,,4,0,4,3813,0,3813,0,0,0,0,153,0.000059,0.00004,0,0,322,0,0.023044
PoliticalQueen_,,,1,0,1,297,0,297,0,0,0,0,153,0.000047,0.000032,0,0,321,0,0.005761
ah241,,,1,0,1,1659,0,1659,0,0,0,0,153,0.000047,0.000032,0,0,320,0,0.005761
GKretinin,,,1,0,1,121,0,121,0,0,0,0,153,0.000047,0.000032,0,0,319,0,0.005761
HDAwareness,,,1,0,1,16184,0,16184,0,0,0,0,153,0.000047,0.000032,0,0,318,0,0.005761
paul_CPSU,,,2,0,2,3060,0,3060,0,0,0,0,153,0.000049,0.000035,0,0,317,0,0.011522
hope4mefibroni,,,1,0,1,372,0,372,0,0,0,0,153,0.000047,0.000032,0,0,316,0,0.005761
CancerFocusNI,,,1,0,1,6841,0,6841,0,0,0,0,153,0.000047,0.000032,0,0,315,0,0.005761
LewisDoherty_,,,1,0,1,274,0,274,0,0,0,0,153,0.000047,0.000032,0,0,314,0,0.005761
FosterRoisin,,,1,0,1,239,0,239,0,0,0,0,153,0.000047,0.000032,0,0,313,0,0.005761
CHiggins101,,,1,0,1,613,0,613,0,0,0,0,153,0.000047,0.000032,0,0,312,0,0.005761
AnsellChantelle,,,3,0,3,819,0,819,0,0,0,0,153,0.000053,0.000049,0,0,311,0,0.017283
naomi_long,,,6,0,6,249426,0,249426,0,0,0,0,153,0.000061,0.000077,0,0,310,0,0.034567
lynskeyd,,,1,0,1,465,0,465,0,0,0,0,153,0.000047,0.000032,0,0,309,0,0.005761
leahgilroy,,,1,0,1,112,0,112,0,0,0,0,153,0.000047,0.000032,0,0,308,0,0.005761
Carl_K_Allen,,,1,0,1,543,0,543,0,0,0,0,153,0.000047,0.000032,0,0,307,0,0.005761
stewartcdickson,,,1,0,1,4664,0,4664,0,0,0,0,153,0.000047,0.000032,0,0,306,0,0.005761
GooKerry,,,1,0,1,60,0,60,0,0,0,0,153,0.000047,0.000032,0,0,305,0,0.005761
WRDA_team,,,1,0,1,1495,0,1495,0,0,0,0,153,0.000047,0.000032,0,0,304,0,0.005761
vikki1979,,,3,0,3,567,0,567,0,0,0,0,153,0.000053,0.000035,0,0,303,0,0.017283
ceg__,,,1,0,1,51,0,51,0,0,0,0,153,0.000047,0.000032,0,0,302,0,0.005761
Siobhan4343,,,1,0,1,440,0,440,0,0,0,0,153,0.000047,0.000032,0,0,301,0,0.005761
SiobhanMcHaffie,,,1,0,1,348,0,348,0,0,0,0,153,0.000047,0.000032,0,0,300,0,0.005761
lfclee2011,,,1,0,1,2793,0,2793,0,0,0,0,153,0.000047,0.000032,0,0,299,0,0.005761
BrianMJMcMullan,,,2,0,2,1352,0,1352,0,0,0,0,55,0.000049,0.000067,0,0,298,0,0.011522
michaelffa8,,,1,0,1,3234,0,3234,0,0,0,0,153,0.000047,0.000032,0,0,297,0,0.005761
ClaireWilse,,,1,0,1,217,0,217,0,0,0,0,153,0.000047,0.000032,0,0,296,0,0.005761
VillageOTYear,,,1,0,1,647,0,647,0,0,0,0,153,0.000047,0.000032,0,0,295,0,0.005761
QUBVChancellor,,,1,0,1,1118,0,1118,0,0,0,0,153,0.000047,0.000032,0,0,294,0,0.005761
ianjamesparsley,,,1,0,1,6669,0,6669,0,0,0,0,153,0.000047,0.000032,0,0,293,0,0.005761
kazweerocket,,,1,0,1,893,0,893,0,0,0,0,153,0.000047,0.000032,0,0,292,0,0.005761
PooPrintsUK,,,1,0,1,2789,0,2789,0,0,0,0,153,0.000047,0.000032,0,0,291,0,0.005761
autimodo,,,1,0,1,466,0,466,0,0,0,0,153,0.000047,0.000032,0,0,290,0,0.005761
AllianceLGBT,,,1,0,1,910,0,910,0,0,0,0,153,0.000047,0.000032,0,0,289,0,0.005761
MilesGrindey,,,0,24,24,0,142888,142888,1,1,1,0,13,0.000046,0,0.002963,0,381,0,0
fionajharvey,,,1,0,1,36980,0,36980,0,0,0,0,13,0.000048,0.000213,0,0,380,0,0.005761
KatGWords,,,1,0,1,21,0,21,0,0,0,0,13,0.000048,0.000213,0,0,379,0,0.005761
BeadArtist1,,,2,0,2,76970,0,76970,0,0,0,0,13,0.000049,0.001161,0,0,378,0,0.011522
YahyaYayoHassan,,,1,0,1,2738,0,2738,0,0,0,0,13,0.000048,0.000213,0,0,377,0,0.005761
doug_tandy,,,1,0,1,2359,0,2359,0,0,0,0,13,0.000048,0.000213,0,0,376,0,0.005761
cwalshUK,,,2,0,2,2083,0,2083,0,0,0,0,38,0.000049,0.001013,0,0,375,0,0.011522
FareGosGreen,,,2,0,2,3237,0,3237,0,0,0,0,13,0.000058,0.000214,0,0,374,0,0.011522
shelaghas,,,3,0,3,725,0,725,0,0,0,0,85,0.000051,0.005392,0,0,373,0,0.017283
MPHerChoice,,,11,0,11,6457,0,6457,0,0,0,0,5,0.000085,0.00126,0,0,372,0,0.072094
nikkilouise90,,,1,0,1,624,0,624,0,0,0,0,13,0.000048,0.000213,0,0,371,0,0.005761
orchid_b,,,2,0,2,2275,0,2275,0,0,0,0,5,0.000056,0.000244,0,0,370,0,0.015172
nikolajbredvig,,,27,0,27,56281,0,56281,0,0,0,0,8,0.000121,0.01851,0,0,369,0,0.172994
RobYeldham,,,8,0,8,34065,0,34065,0,0,0,0,13,0.000073,0.000741,0,0,368,0,0.053388
QuantumMessage,,,1,0,1,95,0,95,0,0,0,0,13,0.000048,0.000213,0,0,367,0,0.005761
Helenj46,,,1,0,1,299,0,299,0,0,0,0,13,0.000048,0.000213,0,0,366,0,0.005761
KingsmeadMrT,,,15,0,15,17899,0,17899,0,0,0,0,41,0.000091,0.008832,0,0,365,0,0.090066
dalegoodridge,,,1,0,1,10991,0,10991,0,0,0,0,13,0.000048,0.000213,0,0,364,0,0.005761
YoungGreenParty,,,2,0,2,34845,0,34845,0,0,0,0,13,0.000053,0.000217,0,0,363,0,0.011522
BHGreens,,,2,0,2,30200,0,30200,0,0,0,0,13,0.00005,0.000355,0,0,362,0,0.017461
ht4ecosocialism,,,8,0,8,27061,0,27061,0,0,0,0,12,0.000068,0.000613,0,0,361,0,0.056822
larmyr10,,,1,0,1,89,0,89,0,0,0,0,13,0.000048,0.000213,0,0,360,0,0.005761
setarling,,,2,0,2,669,0,669,0,0,0,0,85,0.000051,0.000215,0,0,359,0,0.011522
chasingtailsx,,,1,0,1,109,0,109,0,0,0,0,13,0.000048,0.000213,0,0,358,0,0.005761
joerichards,,,2,5,7,1388,17500,18888,1,1,1,10,75,0.000051,0.000048,0.000102,0,386,0,0.011522
Tobbes73,,,1,0,1,1776,0,1776,0,0,0,0,75,0.000055,0.000007,0,0,385,0,0.013061
Ivlietx,,,1,0,1,2714,0,2714,0,0,0,0,75,0.000055,0.000007,0,0,384,0,0.013061
RTaylor_LibDem,,,12,0,12,83400,0,83400,0,0,0,0,75,0.00008,0.001386,0,0,65,0,0.091032
geoffrichards1,,,1,0,1,6370,0,6370,0,0,0,0,75,0.000055,0.000007,0,0,383,0,0.013061
jen725,,,1,0,1,1428,0,1428,0,0,0,0,75,0.000055,0.000007,0,0,382,0,0.013061
GillFurnissMP,,,0,50,50,0,47940,47940,1,1,1,0,160,0.000046,0,0.004293,0,435,0,0
Vbranch97,,,1,0,1,63,0,63,0,0,0,0,160,0.000047,0.000308,0,0,434,0,0.005761
NickJohnW,,,1,0,1,727,0,727,0,0,0,0,160,0.000047,0.000308,0,0,433,0,0.005761
TheBints,,,1,0,1,342,0,342,0,0,0,0,160,0.000047,0.000308,0,0,432,0,0.005761
julianswainson,,,1,0,1,1430,0,1430,0,0,0,0,160,0.000047,0.000308,0,0,431,0,0.005761
SandieDawg,,,1,0,1,42,0,42,0,0,0,0,160,0.000047,0.000308,0,0,430,0,0.005761
leftwingsright,,,1,0,1,1148,0,1148,0,0,0,0,160,0.000047,0.000308,0,0,429,0,0.005761
bikerblade13,,,1,0,1,320,0,320,0,0,0,0,160,0.000047,0.000308,0,0,428,0,0.005761
iqbal_mazher,,,1,0,1,2324,0,2324,0,0,0,0,160,0.000047,0.000308,0,0,427,0,0.005761
JLGLawStudent,,,1,0,1,455,0,455,0,0,0,0,160,0.000047,0.000308,0,0,426,0,0.005761
cdemarkjones,,,1,0,1,108,0,108,0,0,0,0,160,0.000047,0.000308,0,0,425,0,0.005761
CityCounc,,,2,0,2,327,0,327,0,0,0,0,160,0.000048,0.001046,0,0,424,0,0.011522
impmarty,,,1,0,1,160,0,160,0,0,0,0,160,0.000047,0.000308,0,0,423,0,0.005761
reload_refresh,,,2,0,2,2326,0,2326,0,0,0,0,160,0.000048,0.001046,0,0,422,0,0.011522
robertmurtagh1,,,1,0,1,954,0,954,0,0,0,0,160,0.000047,0.000308,0,0,421,0,0.005761
kat_hy1,,,3,0,3,4665,0,4665,0,0,0,0,160,0.000049,0.001203,0,0,420,0,0.017283
bobggriffith,,,3,0,3,1259,0,1259,0,0,0,0,160,0.000049,0.001257,0,0,419,0,0.017283
redpanda1961,,,2,0,2,1398,0,1398,0,0,0,0,160,0.000048,0.001046,0,0,418,0,0.011522
Mac_Dhomhnaill,,,6,0,6,2659,0,2659,0,0,0,0,56,0.000062,0.000659,0,0,417,0,0.034567
AngelaW49888140,,,1,0,1,5406,0,5406,0,0,0,0,160,0.000047,0.000308,0,0,416,0,0.005761
Cazzania53,,,1,0,1,156,0,156,0,0,0,0,160,0.000047,0.000308,0,0,415,0,0.005761
gailmarr10,,,1,0,1,1679,0,1679,0,0,0,0,160,0.000047,0.000308,0,0,414,0,0.005761
barbara_knee,,,1,0,1,1023,0,1023,0,0,0,0,160,0.000047,0.000308,0,0,413,0,0.005761
TinsleyTingas,,,1,0,1,216,0,216,0,0,0,0,160,0.000047,0.000308,0,0,412,0,0.005761
SGBS16,,,1,0,1,119,0,119,0,0,0,0,160,0.000047,0.000308,0,0,411,0,0.005761
maurlind,,,2,0,2,3540,0,3540,0,0,0,0,160,0.000049,0.000409,0,0,410,0,0.011522
MomentumSheff,,,2,0,2,4374,0,4374,0,0,0,0,160,0.000048,0.001046,0,0,409,0,0.011522
jpjanson,,,4,0,4,18412,0,18412,0,0,0,0,63,0.00005,0.015241,0,0,408,0,0.026694
rjd_crowther,,,2,0,2,1067,0,1067,0,0,0,0,5,0.000057,0.000314,0,0,407,0,0.011522
Jacquel29980654,,,1,0,1,12,0,12,0,0,0,0,160,0.000047,0.000308,0,0,406,0,0.005761
mark4burngreave,,,1,0,1,476,0,476,0,0,0,0,160,0.000047,0.000308,0,0,405,0,0.005761
carolinbarnsley,,,1,0,1,607,0,607,0,0,0,0,160,0.000047,0.000308,0,0,404,0,0.005761
stirber,,,2,0,2,236,0,236,0,0,0,0,160,0.000049,0.000335,0,0,403,0,0.011522
kayblackwell,,,1,0,1,272,0,272,0,0,0,0,160,0.000047,0.000308,0,0,402,0,0.005761
JaynePDunn,,,1,0,1,2113,0,2113,0,0,0,0,160,0.000047,0.000308,0,0,401,0,0.005761
nataliefaulkner,,,1,0,1,937,0,937,0,0,0,0,160,0.000047,0.000308,0,0,400,0,0.005761
sarahhilly,,,1,0,1,241,0,241,0,0,0,0,160,0.000047,0.000308,0,0,399,0,0.005761
Xrayspoons,,,5,0,5,1743,0,1743,0,0,0,0,57,0.000053,0.002726,0,0,398,0,0.028805
Timewalkproject,,,2,0,2,10590,0,10590,0,0,0,0,160,0.000048,0.001046,0,0,397,0,0.011522
Mark72stafford,,,1,0,1,66,0,66,0,0,0,0,160,0.000047,0.000308,0,0,396,0,0.005761
nealeggibson,,,1,0,1,2333,0,2333,0,0,0,0,160,0.000047,0.000308,0,0,395,0,0.005761
floranray,,,1,0,1,1262,0,1262,0,0,0,0,160,0.000047,0.000308,0,0,394,0,0.005761
punkchef41,,,1,0,1,677,0,677,0,0,0,0,160,0.000047,0.000308,0,0,393,0,0.005761
uncleodders,,,1,0,1,52,0,52,0,0,0,0,160,0.000047,0.000308,0,0,392,0,0.005761
andrewyeardley,,,1,0,1,223,0,223,0,0,0,0,160,0.000047,0.000308,0,0,391,0,0.005761
ali_faceache1,,,1,0,1,1441,0,1441,0,0,0,0,160,0.000047,0.000308,0,0,390,0,0.005761
clareturnerhome,,,1,0,1,49,0,49,0,0,0,0,160,0.000047,0.000308,0,0,389,0,0.005761
corollo,,,1,0,1,374,0,374,0,0,0,0,160,0.000047,0.000308,0,0,388,0,0.005761
Ciz41,,,7,0,7,1599,0,1599,0,0,0,0,65,0.000054,0.003415,0,0,387,0,0.040328
johnpotterLD,,,0,13,13,0,47689,47689,2,0.740741,0.825,0,9,0.000046,0,0.000932,0,454,0,0
sound_of_sirens,,,10,0,10,10418,0,10418,0,0,0,0,57,0.000082,0.000768,0,0,453,0,0.062683
rabbithedge,,,1,0,1,370,0,370,0,0,0,0,9,0.000049,0.000067,0,0,452,0,0.005761
PrestonLibDems,,,2,0,2,768,0,768,0,0,0,0,9,0.000052,0.000129,0,0,451,0,0.011522
billymac187,,,1,0,1,899,0,899,0,0,0,0,9,0.000049,0.000067,0,0,450,0,0.005761
georgewpotter,,,3,0,3,3224,0,3224,0,0,0,0,75,0.000054,0.000216,0,0,449,0,0.020933
rosewoodpet,,,1,0,1,8531,0,8531,0,0,0,0,9,0.000049,0.000067,0,0,448,0,0.005761
Fareeha786,,,8,0,8,244067,0,244067,0,0,0,0,9,0.000061,0.010282,0,0,447,0,0.057038
Steve_Tiernan,,,1,0,1,353,0,353,0,0,0,0,9,0.000049,0.000067,0,0,446,0,0.005761
hiyerjayne,,,1,0,1,195,0,195,0,0,0,0,9,0.000049,0.000067,0,0,445,0,0.005761
55borntoolate,,,1,0,1,506,0,506,0,0,0,0,9,0.000049,0.000067,0,0,444,0,0.005761
StephenMullen,,,2,0,2,7608,0,7608,0,0,0,0,75,0.000052,0.000129,0,0,443,0,0.011522
mgjewellLD,,,1,7,8,441,27882,28323,1,1,1,7,75,0.000049,0.000067,0.000432,0,442,0,0.005761
LibDemFrance,,,11,0,11,49845,0,49845,0,0,0,0,75,0.000074,0.000991,0,0,436,0,0.068444
_Peacocks_,,,0,3,3,0,6639,6639,1,1,1,0,2,0.000046,0,0,1,458,0,0
outercircles,,,1,0,1,3189,0,3189,0,0,0,0,2,0.000059,0,0,1,457,0,0.005761
brianedoherty08,,,1,0,1,178,0,178,0,0,0,0,2,0.000059,0,0,1,456,0,0.005761
andyreevo,,,1,0,1,3272,0,3272,0,0,0,0,2,0.000059,0,0,1,455,0,0.005761
mikejwood,,,0,23,23,0,91711,91711,3,0.525714,0.599638,0,57,0.000046,0,0.082209,0,551,0.009881,0
PetroNicolaides,,,13,0,13,31995,0,31995,0,0,0,0,3,0.000072,0.039234,0,0,468,0.032051,0.13427
dudleysouth,,,1,0,1,436,0,436,0,0,0,0,57,0.000048,0.005901,0,0,550,0,0.005761
Sandwell_Chron,,,1,0,1,1754,0,1754,0,0,0,0,57,0.000048,0.005901,0,0,549,0,0.005761
jaybrass73,,,1,0,1,285,0,285,0,0,0,0,57,0.000048,0.005901,0,0,548,0,0.005761
BHillCivic,,,1,0,1,727,0,727,0,0,0,0,57,0.000048,0.005901,0,0,547,0,0.005761
tory_zone,,,141,0,141,1234365,0,1234365,0,0,0,0,3,0.000315,0.814329,0,0,512,0.001317,1
FriseSally,,,7,0,7,40272,0,40272,0,0,0,0,57,0.000061,0.031391,0,0,546,0,0.051277
RobertWinfield2,,,33,0,33,540038,0,540038,0,0,0,0,3,0.000134,0.05962,0,0,545,0,0.244594
TTConservative2,,,16,0,16,20830,0,20830,0,0,0,0,3,0.000072,0.06049,0,0,473,0.008333,0.135474
mairedotlowe,,,3,0,3,2474,0,2474,0,0,0,0,28,0.000054,0.006764,0,0,544,0.166667,0.029377
andythebaggie,,,1,0,1,277,0,277,0,0,0,0,57,0.000048,0.005901,0,0,543,0,0.005761
Mike_Fabricant,,,2,0,2,58069,0,58069,0,0,0,0,57,0.000049,0.014338,0,0,463,0.5,0.023616
YMCA_BC,,,1,0,1,1538,0,1538,0,0,0,0,57,0.000048,0.005901,0,0,542,0,0.005761
CouncillorLes,,,1,17,18,1201,13899,15100,1,1,1,15.5,3,0.000048,0.005901,0.007785,0,541,0.003268,0.005761
Panthicmatters,,,1,0,1,780,0,780,0,0,0,0,57,0.000048,0.005901,0,0,525,0,0.005761
StourSpeakers,,,1,0,1,608,0,608,0,0,0,0,57,0.000048,0.005901,0,0,524,0,0.005761
SueDavies7of9,,,1,0,1,805,0,805,0,0,0,0,57,0.000048,0.005901,0,0,523,0,0.005761
William230616,,,1,0,1,2942,0,2942,0,0,0,0,57,0.000048,0.005901,0,0,522,0,0.005761
margot_james_mp,,,3,44,47,56585,132799,189384,2,0.805556,0.87931,223.5,57,0.000051,0.016357,0.117539,0,521,0.0037,0.020933
IanGould5,,,4,0,4,11020,0,11020,0,0,0,0,3,0.000053,0.018938,0,0,462,0,0.023044
kharrison_star,,,1,0,1,3418,0,3418,0,0,0,0,57,0.000048,0.005901,0,0,461,0,0.005761
mimsdavies,,,2,0,2,13101,0,13101,0,0,0,0,57,0.000049,0.007098,0,0,460,0,0.011522
BarnardSteve,,,2,0,2,2351,0,2351,0,0,0,0,104,0.000051,0.005943,0,0,459,0,0.011522
TommySheppard,,,0,38,38,0,212150,212150,1,1,1,0,104,0.000046,0,0.003186,0,589,0,0
newssnp,,,13,0,13,920117,0,920117,0,0,0,0,104,0.000073,0.001826,0,0,588,0,0.078544
jamborab51,,,2,0,2,282,0,282,0,0,0,0,104,0.000049,0.000282,0,0,587,0,0.011522
SNP_tweets,,,18,0,18,362249,0,362249,0,0,0,0,104,0.000082,0.001642,0,0,586,0,0.1037
susan_bell1212,,,5,0,5,25942,0,25942,0,0,0,0,104,0.000052,0.000634,0,0,585,0,0.032455
Brown666W,,,2,0,2,6918,0,6918,0,0,0,0,104,0.000048,0.000324,0,0,584,0,0.011522
IsThisAB0t,,,20,0,20,138025,0,138025,0,0,0,0,104,0.000092,0.00328,0,0,583,0.002632,0.118872
30SNP2015,,,1,0,1,504,0,504,0,0,0,0,104,0.000047,0.000229,0,0,582,0,0.005761
SNPwindaes,,,4,0,4,13802,0,13802,0,0,0,0,104,0.000051,0.00049,0,0,581,0,0.023044
Casper10666,,,1,0,1,2156,0,2156,0,0,0,0,104,0.000047,0.000229,0,0,580,0,0.005761
SNPBallochmyle,,,1,0,1,884,0,884,0,0,0,0,104,0.000047,0.000229,0,0,579,0,0.005761
WeeScotsGranny,,,1,0,1,691,0,691,0,0,0,0,104,0.000047,0.000229,0,0,578,0,0.005761
68xsarahx68,,,1,0,1,980,0,980,0,0,0,0,104,0.000047,0.000229,0,0,577,0,0.005761
emeraldjacuzzi,,,1,0,1,792,0,792,0,0,0,0,104,0.000047,0.000229,0,0,576,0,0.005761
Lesleygsmith3,,,2,0,2,7023,0,7023,0,0,0,0,14,0.00005,0.000354,0,0,575,0,0.016595
euforme,,,2,0,2,425,0,425,0,0,0,0,71,0.000053,0.000263,0,0,574,0,0.015172
roorooyes4,,,4,0,4,3541,0,3541,0,0,0,0,104,0.00005,0.007706,0,0,573,0,0.026694
pod181965,,,1,0,1,853,0,853,0,0,0,0,104,0.000047,0.000229,0,0,572,0,0.005761
edsouthernsnp,,,1,0,1,873,0,873,0,0,0,0,104,0.000047,0.000229,0,0,571,0,0.005761
EdinburghSNP,,,1,0,1,2132,0,2132,0,0,0,0,104,0.000047,0.000229,0,0,570,0,0.005761
fabfashionista8,,,1,0,1,3279,0,3279,0,0,0,0,104,0.000047,0.000229,0,0,569,0,0.005761
SilverSpirtle,,,1,0,1,662,0,662,0,0,0,0,104,0.000047,0.000229,0,0,568,0,0.005761
skint_knees,,,8,0,8,3013,0,3013,0,0,0,0,104,0.000057,0.001753,0,0,567,0,0.046089
lesleydawn16,,,1,0,1,182,0,182,0,0,0,0,104,0.000047,0.000229,0,0,566,0,0.005761
kristinelevine,,,1,0,1,4954,0,4954,0,0,0,0,104,0.000047,0.000229,0,0,565,0,0.005761
lgscotland,,,1,0,1,1149,0,1149,0,0,0,0,104,0.000047,0.000229,0,0,564,0,0.005761
johnhbaillie,,,1,0,1,538,0,538,0,0,0,0,104,0.000047,0.000229,0,0,563,0,0.005761
Pauline_Grice,,,3,0,3,4420,0,4420,0,0,0,0,75,0.000052,0.0012,0,0,562,0,0.017283
HiggsKc,,,1,0,1,313,0,313,0,0,0,0,104,0.000047,0.000229,0,0,561,0,0.005761
EdinburghWatch,,,2,0,2,11797,0,11797,0,0,0,0,104,0.000052,0.000232,0,0,560,0,0.011522
DougBrownCabbie,,,1,0,1,825,0,825,0,0,0,0,104,0.000047,0.000229,0,0,559,0,0.005761
Sylv_Taylor,,,5,0,5,8426,0,8426,0,0,0,0,104,0.000057,0.000563,0,0,558,0,0.028805
stevengardner74,,,1,0,1,606,0,606,0,0,0,0,104,0.000047,0.000229,0,0,557,0,0.005761
perspicaciousam,,,1,0,1,95,0,95,0,0,0,0,104,0.000047,0.000229,0,0,556,0,0.005761
AndyCollins501,,,1,0,1,865,0,865,0,0,0,0,104,0.000047,0.000229,0,0,555,0,0.005761
Leapyearbaby45,,,1,0,1,931,0,931,0,0,0,0,104,0.000047,0.000229,0,0,554,0,0.005761
Frances80727910,,,1,0,1,54,0,54,0,0,0,0,104,0.000047,0.000229,0,0,553,0,0.005761
Rivendell18,,,2,0,2,1764,0,1764,0,0,0,0,104,0.000049,0.000297,0,0,552,0,0.011522
tracy_harvey,,,0,11,11,0,11252,11252,1,1,1,0,0,0.000046,0,0.000054,0,601,0,0
otivar55,,,2,0,2,4721,0,4721,0,0,0,0,0,0.000051,0.00044,0,0,600,0,0.011522
RachyPenguins,,,1,0,1,649,0,649,0,0,0,0,0,0.00005,0.000004,0,0,599,0,0.005761
johndi1worth,,,2,0,2,344,0,344,0,0,0,0,0,0.000051,0.000092,0,0,598,0,0.011522
andiephotos1774,,,5,0,5,1366,0,1366,0,0,0,0,131,0.000065,0.000186,0,0,597,0,0.028805
gardenerj668,,,1,0,1,3617,0,3617,0,0,0,0,0,0.00005,0.000004,0,0,596,0,0.005761
MrJDoly60,,,1,0,1,1628,0,1628,0,0,0,0,0,0.00005,0.000004,0,0,595,0,0.005761
CIWMNE,,,1,0,1,252,0,252,0,0,0,0,0,0.00005,0.000004,0,0,594,0,0.005761
JP_Blyth,,,1,0,1,517,0,517,0,0,0,0,0,0.00005,0.000004,0,0,593,0,0.005761
ThriveTeesside,,,1,0,1,1072,0,1072,0,0,0,0,0,0.00005,0.000004,0,0,592,0,0.005761
TupsTweets,,,1,0,1,596,0,596,0,0,0,0,0,0.00005,0.000004,0,0,591,0,0.005761
craighannaway,,,1,0,1,220,0,220,0,0,0,0,0,0.00005,0.000004,0,0,590,0,0.005761
JudithBuntingLD,,,1,22,23,2866,43724,46590,1,1,1,44,1,0.00005,0,0.001729,0,623,0,0.009411
SandraHalifax,,,2,0,2,5902,0,5902,0,0,0,0,1,0.000049,0.007314,0,0,622,0,0.016317
Martincook203C,,,3,0,3,982,0,982,0,0,0,0,1,0.000051,0.000432,0,0,621,0,0.022078
Confettilady,,,1,0,1,142,0,142,0,0,0,0,1,0.000048,0.000124,0,0,620,0,0.010555
NewburyTalks,,,1,0,1,372,0,372,0,0,0,0,1,0.000048,0.000124,0,0,619,0,0.010555
jarek_pawel,,,3,0,3,3906,0,3906,0,0,0,0,14,0.000053,0.00022,0,0,618,0,0.022078
DrMegThomas,,,2,0,2,5977,0,5977,0,0,0,0,1,0.000051,0.000163,0,0,617,0,0.016317
pjktweets,,,1,0,1,26,0,26,0,0,0,0,1,0.000048,0.000124,0,0,616,0,0.010555
JackOfNewbury,,,1,0,1,243,0,243,0,0,0,0,1,0.000048,0.000124,0,0,615,0,0.010555
stephaniestee,,,5,0,5,6734,0,6734,0,0,0,0,75,0.000055,0.00083,0,0,614,0,0.042322
LindseyMNewbury,,,1,0,1,402,0,402,0,0,0,0,1,0.000048,0.000124,0,0,613,0,0.010555
SellaTheChemist,,,1,0,1,9094,0,9094,0,0,0,0,1,0.000048,0.000124,0,0,612,0,0.010555
dannyjamethomas,,,1,0,1,259,0,259,0,0,0,0,1,0.000048,0.000124,0,0,611,0,0.010555
timofnewbury,,,3,0,3,27526,0,27526,0,0,0,0,1,0.000051,0.000292,0,0,610,0,0.022078
Steve_Price,,,1,0,1,59,0,59,0,0,0,0,1,0.000048,0.000124,0,0,609,0,0.010555
GoodRodneyOne,,,1,0,1,631,0,631,0,0,0,0,1,0.000048,0.000124,0,0,608,0,0.010555
